episode_id,frame_index,global_index,normalized_progress,prompt_id,prompt_class,instruction,noise_hash,pred_action_x,pred_action_y,pred_action_z,pred_action_gripper,gripper_regime,translation_distance_from_correct,cosine_similarity_to_correct,angular_difference_deg,class_mean_x,class_mean_y,class_mean_z,class_mean_translation_distance_from_correct
3,38,794,0.1324041811846689,C02,Contradictory,put the butter in the basket but leave the cream cheese box on the table,sha256:20f78d499b78c367,-0.0747464671730995,-0.1247031539678573,-0.5186546444892883,-1.0092092752456665,OPENING,0.22926775993471776,0.9281901292697897,21.845575828054514,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,C01,Contradictory,put the cream cheese box in the basket but leave the butter outside the basket,sha256:20f78d499b78c367,-0.152500569820404,-0.1315944194793701,-0.5265770554542542,-1.0019168853759766,OPENING,0.29041793463785137,0.880905272760309,28.248240528527074,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,C08,Contradictory,stack the butter on top of the cream cheese box outside the basket,sha256:20f78d499b78c367,-0.1449516415596008,-0.1730130612850189,-0.6364120244979858,-1.0048002004623413,OPENING,0.2830841325063622,0.9078849622044752,24.78531400928847,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,C06,Contradictory,place both the cream cheese box and the butter next to the basket instead of inside it,sha256:20f78d499b78c367,0.0838012769818306,-0.1874648034572601,-0.5317900776863098,-1.0178744792938232,OPENING,0.08142712464304745,0.9929240866748625,6.820014549765777,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,C07,Contradictory,put the cream cheese box in the basket and move the butter to the far side of the table,sha256:20f78d499b78c367,-0.0956068858504295,-0.1488931328058242,-0.5718054175376892,-1.011509895324707,OPENING,0.2340048521190901,0.9253910860946006,22.272598502692418,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,C10,Contradictory,"move the cream cheese box into the basket, then take the butter out of the basket",sha256:20f78d499b78c367,-0.0823430940508842,-0.1783250570297241,-0.5758011341094971,-1.0098700523376465,OPENING,0.20947067957944548,0.941017936225933,19.776785797340352,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,C04,Contradictory,put only the butter in the basket and keep the cream cheese box where it is,sha256:20f78d499b78c367,-0.1926071643829345,-0.1559892445802688,-0.5537229776382446,-1.014875054359436,OPENING,0.3172085175604206,0.8643616019500541,30.19011170237471,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,C05,Contradictory,place the cream cheese box on the table and put only the butter in the basket,sha256:20f78d499b78c367,-0.1817333102226257,-0.1157281994819641,-0.5907561182975769,-1.008742094039917,OPENING,0.3272292864732468,0.8611131458310518,30.55820248340681,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,C03,Contradictory,place only the cream cheese box in the basket and move the butter beside the basket,sha256:20f78d499b78c367,-0.1414160430431366,-0.1932917237281799,-0.5776896476745605,-1.0032367706298828,OPENING,0.2592623390447126,0.9123422867957104,24.168928009612625,-0.10609240904450412,-0.15594736188650127,-0.5629423916339874,0.24481647053100541
3,38,794,0.1324041811846689,U06,Unrelated,place the cereal box inside the kitchen cabinet,sha256:20f78d499b78c367,-0.2451271414756775,-0.2276441156864166,-0.5002920627593994,-1.003599762916565,OPENING,0.3542130544278265,0.829597019205416,33.942635637619915,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U05,Unrelated,turn the stove knob clockwise,sha256:20f78d499b78c367,-0.4704998731613159,-0.1728979051113128,-0.5192208290100098,-0.9815719127655028,OPENING,0.5830598930289381,0.6285189568500926,51.059061811268904,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U10,Unrelated,take the spoon from the counter and place it in the utensil holder,sha256:20f78d499b78c367,-0.259543627500534,-0.1637681722640991,-0.4607312083244324,-0.9872410893440248,OPENING,0.38658095900326367,0.784102833232251,38.36222272020914,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U07,Unrelated,lift the saucepan and set it on the front burner,sha256:20f78d499b78c367,-0.300069123506546,-0.2369492948055267,-0.4978633224964142,-0.9978731870651244,OPENING,0.40805649653185333,0.7833856344095307,38.42838526493873,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U02,Unrelated,close the microwave door,sha256:20f78d499b78c367,-0.4996886849403381,-0.238497257232666,-0.4720873236656189,-1.0119743347167969,OPENING,0.6088905153384508,0.598440284720634,53.241727251951914,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U09,Unrelated,put the blue cup on the upper shelf,sha256:20f78d499b78c367,-0.4062783420085907,-0.1606195569038391,-0.4823398888111114,-1.0070037841796875,OPENING,0.5249326677862649,0.6556184867173959,49.03343645594496,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U03,Unrelated,pick up the red mug and place it on the saucer,sha256:20f78d499b78c367,-0.3537708222866058,-0.1270142942667007,-0.5817407965660095,-1.0039435625076294,OPENING,0.48079234803609444,0.7348150602896367,42.70840874828815,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U04,Unrelated,move the black bowl onto the serving plate,sha256:20f78d499b78c367,-0.279310792684555,-0.0175430700182914,-0.5475103259086609,-1.017906665802002,OPENING,0.4572886040638067,0.7218441945518514,43.79304879692538,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U01,Unrelated,open the top drawer of the cabinet,sha256:20f78d499b78c367,-0.288723886013031,-0.168438047170639,-0.5867526531219482,-0.997957408428192,OPENING,0.40793404653037235,0.8033937310727415,36.544587103413996,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
3,38,794,0.1324041811846689,U08,Unrelated,slide the cutting board toward the sink,sha256:20f78d499b78c367,-0.2615123391151428,-0.1093609780073165,-0.5036352872848511,-0.9928838610649108,OPENING,0.39991326172951774,0.7752182303181956,39.17517772297769,-0.3364524632692337,-0.16227326914668078,-0.5152173697948456,0.4611661846476389
